split,video_id,class,start_frame,end_frame,duration_frames,stream,head,capacity,seed,model_name,gt_bout_index,duration_s,duration_bin,track,prediction_type,threshold,matched
test_1,Mouse060_20160526_18-16-27,investigation,2666,2680,15,full,attention,256,42,yolo_sppf_full_attention256_seed42,11,0.5,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,2820,2848,29,full,attention,256,42,yolo_sppf_full_attention256_seed42,12,0.9666666666666667,0.5-1,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,3108,3138,31,full,attention,256,42,yolo_sppf_full_attention256_seed42,13,1.0333333333333334,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,3295,3311,17,full,attention,256,42,yolo_sppf_full_attention256_seed42,14,0.5666666666666667,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,3437,3460,24,full,attention,256,42,yolo_sppf_full_attention256_seed42,15,0.8,0.5-1,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,3537,3566,30,full,attention,256,42,yolo_sppf_full_attention256_seed42,16,1.0,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,3634,3689,56,full,attention,256,42,yolo_sppf_full_attention256_seed42,17,1.8666666666666667,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,3736,3800,65,full,attention,256,42,yolo_sppf_full_attention256_seed42,18,2.1666666666666665,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,3818,3838,21,full,attention,256,42,yolo_sppf_full_attention256_seed42,19,0.7,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,3859,3981,123,full,attention,256,42,yolo_sppf_full_attention256_seed42,20,4.1,4-8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,4000,4055,56,full,attention,256,42,yolo_sppf_full_attention256_seed42,21,1.8666666666666667,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,4290,4346,57,full,attention,256,42,yolo_sppf_full_attention256_seed42,22,1.9,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,4612,4685,74,full,attention,256,42,yolo_sppf_full_attention256_seed42,23,2.466666666666667,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,4712,4718,7,full,attention,256,42,yolo_sppf_full_attention256_seed42,24,0.23333333333333334,<0.25,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,4965,5026,62,full,attention,256,42,yolo_sppf_full_attention256_seed42,25,2.066666666666667,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,5913,5996,84,full,attention,256,42,yolo_sppf_full_attention256_seed42,26,2.8,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,6918,6945,28,full,attention,256,42,yolo_sppf_full_attention256_seed42,27,0.9333333333333333,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,6983,7047,65,full,attention,256,42,yolo_sppf_full_attention256_seed42,28,2.1666666666666665,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,7179,7237,59,full,attention,256,42,yolo_sppf_full_attention256_seed42,29,1.9666666666666666,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,7778,7785,8,full,attention,256,42,yolo_sppf_full_attention256_seed42,30,0.26666666666666666,0.25-0.5,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,8003,8013,11,full,attention,256,42,yolo_sppf_full_attention256_seed42,31,0.36666666666666664,0.25-0.5,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,8029,8037,9,full,attention,256,42,yolo_sppf_full_attention256_seed42,32,0.3,0.25-0.5,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,8280,8340,61,full,attention,256,42,yolo_sppf_full_attention256_seed42,33,2.033333333333333,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,9047,9099,53,full,attention,256,42,yolo_sppf_full_attention256_seed42,34,1.7666666666666666,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,9351,9357,7,full,attention,256,42,yolo_sppf_full_attention256_seed42,35,0.23333333333333334,<0.25,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,9549,9571,23,full,attention,256,42,yolo_sppf_full_attention256_seed42,36,0.7666666666666667,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,9916,9927,12,full,attention,256,42,yolo_sppf_full_attention256_seed42,37,0.4,0.25-0.5,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,10263,10331,69,full,attention,256,42,yolo_sppf_full_attention256_seed42,38,2.3,2-4,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,10383,10573,191,full,attention,256,42,yolo_sppf_full_attention256_seed42,39,6.366666666666666,4-8,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,11864,11900,37,full,attention,256,42,yolo_sppf_full_attention256_seed42,40,1.2333333333333334,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,12158,12176,19,full,attention,256,42,yolo_sppf_full_attention256_seed42,41,0.6333333333333333,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,12310,12315,6,full,attention,256,42,yolo_sppf_full_attention256_seed42,42,0.2,<0.25,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,12552,12563,12,full,attention,256,42,yolo_sppf_full_attention256_seed42,43,0.4,0.25-0.5,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,13085,13142,58,full,attention,256,42,yolo_sppf_full_attention256_seed42,44,1.9333333333333333,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,13185,13194,10,full,attention,256,42,yolo_sppf_full_attention256_seed42,45,0.3333333333333333,0.25-0.5,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,13487,13502,16,full,attention,256,42,yolo_sppf_full_attention256_seed42,46,0.5333333333333333,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,13580,13595,16,full,attention,256,42,yolo_sppf_full_attention256_seed42,47,0.5333333333333333,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,13701,13711,11,full,attention,256,42,yolo_sppf_full_attention256_seed42,48,0.36666666666666664,0.25-0.5,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,13870,13908,39,full,attention,256,42,yolo_sppf_full_attention256_seed42,49,1.3,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,14216,14232,17,full,attention,256,42,yolo_sppf_full_attention256_seed42,50,0.5666666666666667,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,14552,14614,63,full,attention,256,42,yolo_sppf_full_attention256_seed42,51,2.1,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,15121,15347,227,full,attention,256,42,yolo_sppf_full_attention256_seed42,52,7.566666666666666,4-8,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,15443,15450,8,full,attention,256,42,yolo_sppf_full_attention256_seed42,53,0.26666666666666666,0.25-0.5,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,16048,16071,24,full,attention,256,42,yolo_sppf_full_attention256_seed42,54,0.8,0.5-1,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,16365,16388,24,full,attention,256,42,yolo_sppf_full_attention256_seed42,55,0.8,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,16463,16515,53,full,attention,256,42,yolo_sppf_full_attention256_seed42,56,1.7666666666666666,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,16815,16973,159,full,attention,256,42,yolo_sppf_full_attention256_seed42,57,5.3,4-8,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,17079,17165,87,full,attention,256,42,yolo_sppf_full_attention256_seed42,58,2.9,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,17361,17391,31,full,attention,256,42,yolo_sppf_full_attention256_seed42,59,1.0333333333333334,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,17487,17511,25,full,attention,256,42,yolo_sppf_full_attention256_seed42,60,0.8333333333333334,0.5-1,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,18011,18014,4,full,attention,256,42,yolo_sppf_full_attention256_seed42,61,0.13333333333333333,<0.25,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,18359,18377,19,full,attention,256,42,yolo_sppf_full_attention256_seed42,62,0.6333333333333333,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,19049,19088,40,full,attention,256,42,yolo_sppf_full_attention256_seed42,63,1.3333333333333333,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,19165,19187,23,full,attention,256,42,yolo_sppf_full_attention256_seed42,64,0.7666666666666667,0.5-1,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,19661,19666,6,full,attention,256,42,yolo_sppf_full_attention256_seed42,65,0.2,<0.25,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,20251,20255,5,full,attention,256,42,yolo_sppf_full_attention256_seed42,66,0.16666666666666666,<0.25,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,20319,20434,116,full,attention,256,42,yolo_sppf_full_attention256_seed42,67,3.8666666666666667,2-4,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,20649,20660,12,full,attention,256,42,yolo_sppf_full_attention256_seed42,68,0.4,0.25-0.5,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,20718,20762,45,full,attention,256,42,yolo_sppf_full_attention256_seed42,69,1.5,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,20900,20908,9,full,attention,256,42,yolo_sppf_full_attention256_seed42,70,0.3,0.25-0.5,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,21123,21149,27,full,attention,256,42,yolo_sppf_full_attention256_seed42,71,0.9,0.5-1,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,21195,21250,56,full,attention,256,42,yolo_sppf_full_attention256_seed42,72,1.8666666666666667,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,21264,21290,27,full,attention,256,42,yolo_sppf_full_attention256_seed42,73,0.9,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,21449,21472,24,full,attention,256,42,yolo_sppf_full_attention256_seed42,74,0.8,0.5-1,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,21515,21548,34,full,attention,256,42,yolo_sppf_full_attention256_seed42,75,1.1333333333333333,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,investigation,22071,22090,20,full,attention,256,42,yolo_sppf_full_attention256_seed42,76,0.6666666666666666,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,22127,22135,9,full,attention,256,42,yolo_sppf_full_attention256_seed42,77,0.3,0.25-0.5,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,22729,22776,48,full,attention,256,42,yolo_sppf_full_attention256_seed42,78,1.6,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,22972,23011,40,full,attention,256,42,yolo_sppf_full_attention256_seed42,79,1.3333333333333333,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,23052,23062,11,full,attention,256,42,yolo_sppf_full_attention256_seed42,80,0.36666666666666664,0.25-0.5,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,23453,23500,48,full,attention,256,42,yolo_sppf_full_attention256_seed42,81,1.6,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,investigation,24189,24228,40,full,attention,256,42,yolo_sppf_full_attention256_seed42,82,1.3333333333333333,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,mount,2325,2421,97,full,attention,256,42,yolo_sppf_full_attention256_seed42,0,3.2333333333333334,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,2599,2664,66,full,attention,256,42,yolo_sppf_full_attention256_seed42,1,2.2,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,2850,3106,257,full,attention,256,42,yolo_sppf_full_attention256_seed42,2,8.566666666666666,>=8,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,3313,3435,123,full,attention,256,42,yolo_sppf_full_attention256_seed42,3,4.1,4-8,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,3568,3632,65,full,attention,256,42,yolo_sppf_full_attention256_seed42,4,2.1666666666666665,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,3691,3734,44,full,attention,256,42,yolo_sppf_full_attention256_seed42,5,1.4666666666666666,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,3802,3816,15,full,attention,256,42,yolo_sppf_full_attention256_seed42,6,0.5,0.5-1,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,4348,4501,154,full,attention,256,42,yolo_sppf_full_attention256_seed42,7,5.133333333333334,4-8,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,4687,4710,24,full,attention,256,42,yolo_sppf_full_attention256_seed42,8,0.8,0.5-1,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,5028,5183,156,full,attention,256,42,yolo_sppf_full_attention256_seed42,9,5.2,4-8,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,5998,6322,325,full,attention,256,42,yolo_sppf_full_attention256_seed42,10,10.833333333333334,>=8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,mount,6947,6981,35,full,attention,256,42,yolo_sppf_full_attention256_seed42,11,1.1666666666666667,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,7239,7454,216,full,attention,256,42,yolo_sppf_full_attention256_seed42,12,7.2,4-8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,mount,9101,9349,249,full,attention,256,42,yolo_sppf_full_attention256_seed42,13,8.3,>=8,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,9573,9648,76,full,attention,256,42,yolo_sppf_full_attention256_seed42,14,2.533333333333333,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,10333,10381,49,full,attention,256,42,yolo_sppf_full_attention256_seed42,15,1.6333333333333333,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,mount,10869,10985,117,full,attention,256,42,yolo_sppf_full_attention256_seed42,16,3.9,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,11902,12072,171,full,attention,256,42,yolo_sppf_full_attention256_seed42,17,5.7,4-8,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,12178,12308,131,full,attention,256,42,yolo_sppf_full_attention256_seed42,18,4.366666666666666,4-8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,mount,13144,13183,40,full,attention,256,42,yolo_sppf_full_attention256_seed42,19,1.3333333333333333,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,13597,13699,103,full,attention,256,42,yolo_sppf_full_attention256_seed42,20,3.433333333333333,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,18379,18566,188,full,attention,256,42,yolo_sppf_full_attention256_seed42,21,6.266666666666667,4-8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,mount,19090,19163,74,full,attention,256,42,yolo_sppf_full_attention256_seed42,22,2.466666666666667,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,20764,20775,12,full,attention,256,42,yolo_sppf_full_attention256_seed42,23,0.4,0.25-0.5,Attention-256,smoothed_frames,0.25,1
test_1,Mouse060_20160526_18-16-27,mount,21151,21193,43,full,attention,256,42,yolo_sppf_full_attention256_seed42,24,1.4333333333333333,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse060_20160526_18-16-27,mount,23013,23050,38,full,attention,256,42,yolo_sppf_full_attention256_seed42,25,1.2666666666666666,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,5,196,192,full,attention,256,42,yolo_sppf_full_attention256_seed42,0,6.4,4-8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,203,315,113,full,attention,256,42,yolo_sppf_full_attention256_seed42,1,3.7666666666666666,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,321,715,395,full,attention,256,42,yolo_sppf_full_attention256_seed42,2,13.166666666666666,>=8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,732,738,7,full,attention,256,42,yolo_sppf_full_attention256_seed42,3,0.23333333333333334,<0.25,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,747,756,10,full,attention,256,42,yolo_sppf_full_attention256_seed42,4,0.3333333333333333,0.25-0.5,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,771,826,56,full,attention,256,42,yolo_sppf_full_attention256_seed42,5,1.8666666666666667,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,935,1134,200,full,attention,256,42,yolo_sppf_full_attention256_seed42,6,6.666666666666667,4-8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,1157,1255,99,full,attention,256,42,yolo_sppf_full_attention256_seed42,7,3.3,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,1331,1470,140,full,attention,256,42,yolo_sppf_full_attention256_seed42,8,4.666666666666667,4-8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,1491,1498,8,full,attention,256,42,yolo_sppf_full_attention256_seed42,9,0.26666666666666666,0.25-0.5,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,1608,1664,57,full,attention,256,42,yolo_sppf_full_attention256_seed42,10,1.9,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,1786,1975,190,full,attention,256,42,yolo_sppf_full_attention256_seed42,11,6.333333333333333,4-8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,2129,2234,106,full,attention,256,42,yolo_sppf_full_attention256_seed42,12,3.533333333333333,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,2285,2347,63,full,attention,256,42,yolo_sppf_full_attention256_seed42,13,2.1,2-4,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,2397,2436,40,full,attention,256,42,yolo_sppf_full_attention256_seed42,14,1.3333333333333333,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,2508,2765,258,full,attention,256,42,yolo_sppf_full_attention256_seed42,15,8.6,>=8,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,2925,2976,52,full,attention,256,42,yolo_sppf_full_attention256_seed42,16,1.7333333333333334,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,3303,3427,125,full,attention,256,42,yolo_sppf_full_attention256_seed42,17,4.166666666666667,4-8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,3613,3692,80,full,attention,256,42,yolo_sppf_full_attention256_seed42,18,2.6666666666666665,2-4,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,3791,3808,18,full,attention,256,42,yolo_sppf_full_attention256_seed42,19,0.6,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,6139,6262,124,full,attention,256,42,yolo_sppf_full_attention256_seed42,20,4.133333333333334,4-8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,6438,6451,14,full,attention,256,42,yolo_sppf_full_attention256_seed42,21,0.4666666666666667,0.25-0.5,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,6491,6698,208,full,attention,256,42,yolo_sppf_full_attention256_seed42,22,6.933333333333334,4-8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,6724,6742,19,full,attention,256,42,yolo_sppf_full_attention256_seed42,23,0.6333333333333333,0.5-1,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,6894,6988,95,full,attention,256,42,yolo_sppf_full_attention256_seed42,24,3.1666666666666665,2-4,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,7086,7110,25,full,attention,256,42,yolo_sppf_full_attention256_seed42,25,0.8333333333333334,0.5-1,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,7164,7202,39,full,attention,256,42,yolo_sppf_full_attention256_seed42,26,1.3,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,8212,8321,110,full,attention,256,42,yolo_sppf_full_attention256_seed42,27,3.6666666666666665,2-4,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,8349,8675,327,full,attention,256,42,yolo_sppf_full_attention256_seed42,28,10.9,>=8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,8842,8944,103,full,attention,256,42,yolo_sppf_full_attention256_seed42,29,3.433333333333333,2-4,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,8970,9003,34,full,attention,256,42,yolo_sppf_full_attention256_seed42,30,1.1333333333333333,1-2,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,9034,9190,157,full,attention,256,42,yolo_sppf_full_attention256_seed42,31,5.233333333333333,4-8,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,9521,9551,31,full,attention,256,42,yolo_sppf_full_attention256_seed42,32,1.0333333333333334,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,10534,10560,27,full,attention,256,42,yolo_sppf_full_attention256_seed42,33,0.9,0.5-1,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,10781,10845,65,full,attention,256,42,yolo_sppf_full_attention256_seed42,34,2.1666666666666665,2-4,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,10976,10996,21,full,attention,256,42,yolo_sppf_full_attention256_seed42,35,0.7,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,11058,11105,48,full,attention,256,42,yolo_sppf_full_attention256_seed42,36,1.6,1-2,Attention-256,smoothed_frames,0.25,0
test_1,Mouse061_20160526_18-38-49,investigation,11231,11331,101,full,attention,256,42,yolo_sppf_full_attention256_seed42,37,3.3666666666666667,2-4,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,11349,11369,21,full,attention,256,42,yolo_sppf_full_attention256_seed42,38,0.7,0.5-1,Attention-256,smoothed_frames,0.25,1
test_1,Mouse061_20160526_18-38-49,investigation,11499,11510,12,full,attention,256,42,yolo_sppf_full_attention256_seed42,39,0.4,0.25-0.5,Attention-256,smoothed_frames,0.25,0
