pc1,pc2,label,video_id,sample_id
-4.721643,6.907974,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f004064
10.960018,11.239115,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f004352
36.262497,14.121139,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f004416
26.532877,16.53595,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f004480
-8.617891,10.688112,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f004528
59.047318,1.4798348,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f004992
78.88576,-4.473336,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f005024
73.35416,4.444109,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f005056
31.369667,6.822286,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f005104
66.76842,6.676643,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f005152
21.753454,-0.9598878,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f005536
-6.162929,5.1988697,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f005904
25.246115,-4.591119,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f006096
32.91807,-4.4789057,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f006176
-12.818715,11.739471,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f006992
-6.932657,9.255187,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f007024
25.363249,5.9632273,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f007216
57.36945,6.16366,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f007280
75.13545,5.954434,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f007312
12.33257,7.214644,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f007504
-8.987423,8.472915,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f007856
97.70518,5.4596887,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f009136
89.88773,6.6575623,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f009168
81.842415,9.336351,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f009184
43.866653,12.964477,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f009200
3.1539183,7.620355,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f009600
29.918165,7.0178304,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f010016
20.19274,-0.7175832,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f010160
2.9300935,11.39392,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f010256
20.203007,16.283619,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f010336
-12.152845,9.310711,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f010720
-11.521295,7.469908,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f010896
4.3612194,2.8017538,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f010912
2.9348488,3.2853942,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f010944
-23.228992,9.756788,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f011312
12.915562,14.72227,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f011920
34.610973,16.044895,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f011952
43.996006,15.830284,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f011968
-1.624526,7.108385,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f012176
15.223996,-0.462291,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f012384
12.490648,5.831194,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f013264
14.142084,-0.7932561,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f013648
-9.620593,8.353408,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f013856
20.878778,6.9158373,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f013888
34.15977,2.7483487,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f014288
-23.331997,13.754739,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f014544
42.39976,15.860698,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f015248
59.333195,14.719477,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f015264
56.584347,15.190643,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f015296
41.80645,13.38779,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f015312
-20.311806,14.730642,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f015712
20.480116,14.942602,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f016480
13.033936,4.5009885,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f016848
24.389486,6.007769,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f016960
13.178528,5.9554453,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f017904
43.30915,6.257449,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f018432
44.589684,10.8672695,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f018528
44.762608,10.0950575,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f018624
65.19516,1.9235111,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f019136
-2.7327864,11.200138,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f019360
36.656128,1.1645889,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f019584
31.337784,3.2993577,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f019600
50.172813,-2.0347915,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f020336
26.818981,2.8665874,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f020416
29.49412,7.1680303,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f020704
42.00527,8.989978,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f020736
4.6190357,5.1857696,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f021168
8.321248,13.435967,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f021408
-5.7852187,14.308752,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f021488
62.588978,-1.3907773,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f022544
-3.846511,8.057042,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f022896
9.042823,10.017333,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f023440
10.324609,10.783212,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f023472
38.728413,-2.3659525,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f023952
43.046627,-9.719619,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f024176
-34.555286,19.342344,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f000240
-30.032587,16.81838,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f000272
-46.948643,23.993324,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f000304
-38.43552,22.043932,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f000528
-28.48889,16.382622,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f000992
-13.773923,13.477649,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f001216
-28.107096,22.477343,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f001328
-31.757805,19.774683,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f001424
-30.15695,18.222855,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f002064
-24.27186,16.693941,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f002864
38.342335,-0.082147814,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f003152
5.116791,14.075976,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f003520
18.704699,9.747791,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f003840
26.23199,8.995767,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f003888
26.068214,6.777673,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f003968
23.320509,7.118058,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004000
26.441427,7.6355233,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004080
25.561739,7.561503,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004128
26.566807,7.336612,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004256
26.191193,6.999965,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004272
30.717712,6.9721227,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004320
33.170036,6.761412,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004336
30.269615,5.6371727,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004384
24.061125,5.789023,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004448
24.737024,6.6384296,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004528
23.518566,7.0192437,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004544
16.143524,6.3525853,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004720
9.659315,7.5471873,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004800
3.0650806,9.6344,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004896
2.2618523,11.266234,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004960
4.746368,11.038395,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004992
7.418219,10.792152,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005008
6.951884,10.901919,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005024
6.3205357,9.376609,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005072
-3.3008003,8.517708,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005312
-1.532384,8.616822,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005360
-3.7467425,9.552135,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005408
-2.6007318,8.493753,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005456
-3.0222168,8.736395,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005488
1.5030208,7.9552007,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005520
-4.2229943,7.7067103,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005568
-2.1327069,6.8946958,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005616
-1.2926278,7.5742264,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005648
1.2443546,8.994413,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005696
1.7867161,9.292888,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005728
-4.7215223,9.198848,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005760
-3.9781837,9.458484,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005888
-18.58259,18.240211,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f006192
1.3906574,16.197851,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f006208
-27.581472,14.909494,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f006608
-15.844952,12.811711,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f006656
-6.2585397,7.018012,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f006720
-1.7142254,16.312645,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f006944
-20.24243,11.587257,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007248
-17.531616,8.93143,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007392
-16.723934,8.722361,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007408
-8.927582,8.082048,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007488
-8.483075,8.242382,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007536
-10.569538,8.067548,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007584
-11.435618,7.5437255,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007648
-13.674311,8.40625,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007712
-7.9405427,8.2546215,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007840
-5.572329,7.7307496,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007872
-8.138695,8.532265,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007920
-16.650131,9.388724,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007952
-1.2623639,11.615241,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008160
-5.5056186,12.867836,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008208
-6.227434,12.336311,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008224
-37.370003,21.02388,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008480
-37.35568,22.29558,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008544
-35.15357,19.437927,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008864
-38.02262,17.394697,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008912
-37.836308,17.99125,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008928
-21.407698,12.091582,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f009024
-12.944631,17.005291,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f009488
-30.59988,16.755682,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f009552
-15.879995,10.790207,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f009696
-17.289867,11.332375,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f009712
-13.637558,9.677323,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f009872
-16.057148,10.419946,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010000
-1.6921719,7.1733923,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010176
9.250762,5.085464,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010192
-31.791403,15.967371,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010352
-20.658304,14.823813,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010528
-25.063454,20.171635,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010800
-29.422224,20.989784,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010912
-28.010086,19.862299,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010928
-20.830626,16.93811,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011104
-13.029047,10.342612,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011232
-39.413013,18.150772,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011616
-24.522364,16.255144,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011712
-35.631138,19.077095,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011792
-32.25768,19.664413,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011840
-37.9562,19.081308,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011936
-37.727283,18.558935,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012000
-36.899685,17.380747,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012048
-35.021156,17.5275,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012064
-33.36991,18.357489,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012112
-37.902103,19.654078,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012128
-41.522278,19.946756,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012144
-41.62173,20.714567,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012192
-42.880997,20.929369,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012240
-44.18957,21.172937,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012272
-45.474915,21.51219,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012288
-26.284883,16.601944,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012336
-3.5569966,12.492198,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012352
-8.622437,8.507025,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012448
24.350925,10.092165,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012672
-40.939503,22.754763,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012880
-47.62584,22.928486,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f013408
-48.294117,23.394737,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f013424
-48.51777,22.870714,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f013520
-45.812637,22.105953,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f013552
-47.886463,22.715412,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f013584
-10.602485,10.472128,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f013744
-17.69672,15.614793,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f014176
-18.80283,13.062538,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f014384
-9.717614,10.793389,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f015648
42.704456,-8.111655,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f015968
-33.87298,17.300707,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016480
-29.378344,15.666733,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016528
-27.330212,14.212937,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016560
-26.658838,15.491095,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016624
-22.047405,13.385421,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016752
-26.57363,15.144496,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016800
-27.022844,14.364254,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016848
-23.357222,13.370988,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016880
-24.383303,13.592643,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016896
-20.62638,12.679464,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016976
-36.65369,19.525738,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017312
-37.63425,20.308474,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017360
-38.911793,20.832588,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017376
-42.72827,21.89733,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017392
-43.27674,22.201883,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017424
-43.238083,22.749094,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017440
-43.30504,22.665607,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017456
-43.233727,22.290852,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017568
-46.15437,24.000778,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017632
-45.72277,22.998276,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017664
-37.059326,21.800465,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017856
-38.71871,22.42906,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017872
-42.353462,23.6344,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017904
-14.036857,12.718964,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f018288
-19.894585,12.54582,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f018368
-23.0386,12.224203,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f018512
-19.917051,20.825893,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f018608
-36.72201,17.735067,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f000096
-33.930603,19.633615,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f000256
-25.25375,17.336807,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f000304
4.087391,3.645969,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f000656
-2.510674,4.9547977,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f000688
-6.641956,6.579146,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f000704
-30.583027,16.877716,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f001392
-27.172821,14.145627,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f001680
-5.0554314,5.5563774,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f001872
0.9707569,6.294043,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f001904
-31.348528,15.43137,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f002064
-38.382782,20.69508,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f002272
-7.197909,5.4069624,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f002544
-1.3945173,4.1843467,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f002640
4.7019253,4.8230376,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f002816
-19.98512,12.475837,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f003024
-30.861885,14.599795,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f003136
-32.80145,18.012428,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f003312
17.022425,6.8399734,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f003344
2.1467621,13.235939,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f003488
0.69146407,5.6925545,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f003904
-27.671904,15.35338,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f004816
-9.564204,12.132883,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005040
-12.826683,11.271535,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005232
-22.919363,14.038471,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005616
2.1420994,6.532367,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005744
-16.699886,10.524176,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005760
-29.767244,17.900532,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005840
-28.181803,17.991787,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005872
-5.076108,6.7975636,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f006864
-42.59885,20.674034,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f007056
-41.975357,23.153341,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f007696
