pc1,pc2,label,video_id,sample_id
0.9803984,15.601898,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f012176
-1.5726149,8.860586,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f012384
-1.0320292,4.0939865,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f013264
-7.7602606,11.582089,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f013648
-1.7364305,7.671085,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f013856
-10.554137,-1.7958665,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f013888
-6.1119556,3.6484616,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f014288
8.378929,9.823577,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f014544
-15.649755,2.9452958,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f015248
-20.105751,2.2534473,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f015264
-24.856485,-0.5706121,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f015296
-20.447287,-0.24254091,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f015312
6.8950434,11.042358,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f015712
-4.8546185,6.8299212,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f016480
-9.164408,6.821294,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f016848
-10.114451,5.655635,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f016960
-3.890708,7.9077835,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f017904
-17.217009,0.5357833,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f018432
-19.689732,1.2692382,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f018528
-17.343416,1.3292859,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f018624
-27.417639,-7.684585,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f019136
-1.6850873,7.566411,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f019360
-9.0872965,6.9248033,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f019584
-7.057793,7.097068,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f019600
-11.9972515,-1.5748855,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f020336
-8.498374,7.1303906,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f020416
-8.49825,-3.1862152,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f020704
-15.986306,-1.5843039,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f020736
-5.723875,2.2767262,mount,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f021168
-1.651144,11.120748,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f021408
1.9332386,10.399792,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f021488
-14.442145,-0.43754372,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f022544
4.200166,9.257142,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f022896
-3.5717306,4.2659225,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f023440
-4.8494654,8.586668,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f023472
-6.5316424,5.0059,other,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f023952
-9.8652,2.0197425,investigation,Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27_f024176
12.344054,19.80649,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f000240
7.4846487,16.543552,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f000272
20.821045,15.212041,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f000304
14.606919,15.478583,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f000528
9.360029,15.547906,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f000992
-0.20653033,8.369766,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f001216
9.429883,8.636919,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f001328
6.964828,23.515799,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f001424
5.0423226,19.509039,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f002064
5.595172,11.179713,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f002864
-12.303309,1.1493508,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f003152
-1.3825336,7.518546,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f003520
-13.585069,5.8749247,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f003840
-14.460614,4.9836326,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f003888
-14.079973,5.761006,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f003968
-13.691628,4.6328897,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004000
-15.191639,6.4429793,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004080
-14.46049,7.5884347,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004128
-16.112753,8.512633,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004256
-16.114641,9.27849,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004272
-16.922789,8.318789,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004320
-17.306461,8.384585,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004336
-16.484241,7.409684,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004384
-15.628009,5.4054737,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004448
-15.729563,8.046048,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004528
-15.877242,6.868347,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004544
-14.303512,7.3755975,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004720
-14.183348,4.091878,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004800
-12.530159,2.8418164,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004896
-12.254892,4.3947053,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004960
-12.74881,2.8743258,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f004992
-12.935394,1.7681241,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005008
-12.913594,2.318449,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005024
-13.616154,5.2218213,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005072
-10.125512,4.503271,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005312
-10.602857,2.0031822,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005360
-9.783342,6.577706,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005408
-10.711506,5.198688,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005456
-9.86706,4.8768272,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005488
-10.958245,1.8952582,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005520
-9.603996,4.795061,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005568
-10.805562,1.6145947,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005616
-11.402673,1.5441139,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005648
-11.815916,4.8897867,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005696
-11.633213,5.993469,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005728
-9.783571,6.4638867,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005760
-9.148115,4.916975,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f005888
1.4514104,5.348058,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f006192
-4.7416553,4.913204,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f006208
7.707228,14.753793,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f006608
2.940945,19.061764,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f006656
0.028426036,19.144213,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f006720
-2.4925673,9.723243,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f006944
5.9066515,19.695398,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007248
2.5297532,17.099525,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007392
2.4470744,15.121637,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007408
-1.4572479,13.055479,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007488
-2.0796287,13.648732,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007536
-2.4641242,14.037442,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007584
-0.7859303,15.497998,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007648
0.035649918,14.3326845,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007712
-2.8143866,13.230176,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007840
-3.7195237,13.343546,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007872
-2.8149834,12.537918,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007920
0.8539401,13.422737,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f007952
-0.35566622,19.233925,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008160
-1.931476,18.337673,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008208
-3.3080387,13.854973,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008224
9.097878,12.21647,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008480
8.936587,11.375214,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008544
10.646797,14.898623,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008864
13.034432,16.204042,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008912
12.52943,16.765383,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f008928
6.9441547,17.074066,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f009024
2.873398,7.2938137,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f009488
7.1728187,7.6599607,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f009552
3.1886237,6.8873386,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f009696
3.623985,7.0973372,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f009712
2.1397643,8.241661,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f009872
3.6605587,6.2327075,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010000
-2.8079858,3.9265177,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010176
-5.9715533,3.0183132,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010192
9.000529,14.624761,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010352
6.4776354,12.286935,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010528
5.1477866,9.879804,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010800
9.370293,11.923956,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010912
9.007792,10.499512,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f010928
5.0703287,7.1550994,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011104
-2.191666,14.071912,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011232
17.28663,15.268519,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011616
2.4258163,11.087344,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011712
11.323122,12.607142,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011792
9.813627,14.005084,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011840
11.895266,15.840508,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f011936
12.132187,15.405639,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012000
12.7456455,14.795479,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012048
11.885642,15.04245,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012064
11.304966,14.627896,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012112
14.16183,16.882565,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012128
16.012775,18.340317,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012144
16.461807,18.279127,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012192
19.04385,19.78045,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012240
21.498665,22.154448,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012272
21.25252,21.596827,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012288
9.375663,14.226936,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012336
1.8368485,7.136436,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012352
2.7838824,8.831437,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012448
-10.759787,2.405087,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012672
16.248447,21.034927,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f012880
21.834944,22.22595,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f013408
21.719044,21.430475,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f013424
17.934462,21.439608,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f013520
17.91427,20.2873,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f013552
20.929108,20.43709,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f013584
-1.0550098,13.362135,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f013744
7.345452,18.372301,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f014176
5.4062304,13.648287,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f014384
2.6307535,10.186946,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f015648
-12.466217,1.4194866,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f015968
8.984451,8.263308,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016480
7.0603647,7.372422,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016528
5.653417,5.5406218,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016560
5.4465494,5.2732725,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016624
4.077905,5.312671,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016752
5.156981,3.3468895,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016800
5.1456537,4.798485,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016848
4.6358037,3.7560446,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016880
5.372119,4.155585,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016896
4.52545,6.0837207,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f016976
12.86821,6.675407,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017312
15.180415,8.161538,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017360
16.992764,8.404608,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017376
18.180876,8.8400135,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017392
18.468246,10.28574,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017424
17.614622,10.000324,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017440
17.7936,10.456166,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017456
16.2413,10.5621805,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017568
19.077888,8.985872,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017632
19.582329,13.198093,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017664
11.595289,14.569588,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017856
12.673398,15.590377,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017872
17.201824,17.027958,mount,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f017904
3.14977,16.091787,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f018288
5.4318004,15.164947,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f018368
4.424988,15.547546,other,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f018512
7.009435,8.728653,investigation,Mouse061_20160526_18-38-49,Mouse061_20160526_18-38-49_f018608
12.03639,11.773649,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f000096
13.670874,15.830153,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f000256
5.272974,10.915573,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f000304
-5.4027257,10.900403,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f000656
-1.3461998,13.64989,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f000688
0.6406328,15.620619,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f000704
11.718341,8.875239,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f001392
6.7122407,10.823039,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f001680
2.4079247,17.324625,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f001872
-0.2475196,14.918953,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f001904
5.7112384,12.576383,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f002064
15.949114,14.122016,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f002272
2.4651663,7.952735,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f002544
-2.5490425,13.266368,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f002640
1.5142025,5.305415,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f002816
5.753226,12.494647,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f003024
5.683468,17.532803,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f003136
8.526072,5.5580926,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f003312
-11.139558,-1.9799546,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f003344
0.3790355,4.3316283,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f003488
-3.977934,7.805965,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f003904
5.9983654,18.78722,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f004816
-2.5899239,6.629022,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005040
-2.7344131,8.351487,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005232
3.7525868,19.224436,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005616
-3.08081,12.356892,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005744
1.9679887,12.059928,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005760
10.9312,16.35028,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005840
10.957545,13.797629,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f005872
-0.5860046,15.075303,investigation,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f006864
16.08399,15.105716,other,Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26_f007056
