track,head,capacity,seed,model_name,from_behavior,to_behavior,same_class,gap_frames,gap_s,current_duration_frames,next_duration_frames,split,video_id
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,32,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,64,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,48,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,64,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,48,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,16,288,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,192,6.4,288,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,48,192,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,64,2.1333333333333333,192,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,32,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,32,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,16,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,48,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,208,6.933333333333334,32,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,48,1.6,48,128,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,128,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,688,22.933333333333334,32,80,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,80,352,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,352,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,544,18.133333333333333,32,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,32,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,32,144,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,64,2.1333333333333333,144,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,48,208,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,208,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,528,17.6,32,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,224,7.466666666666667,32,80,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,736,24.533333333333335,80,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,32,256,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,192,6.4,256,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,attack,False,0,0.0,16,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,attack,mount,False,0,0.0,16,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,64,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,608,20.266666666666666,16,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,64,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,48,192,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,256,8.533333333333333,192,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,32,128,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,128,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,832,27.733333333333334,16,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,32,208,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,80,2.6666666666666665,208,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,32,128,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,128,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,208,6.933333333333334,16,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,528,17.6,16,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,32,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,64,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,288,9.6,16,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,64,2.1333333333333333,32,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,16,112,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,144,4.8,112,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,640,21.333333333333332,48,80,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,496,16.533333333333335,80,176,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,attack,False,0,0.0,176,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,attack,investigation,False,0,0.0,16,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,1024,34.13333333333333,32,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,80,2.6666666666666665,16,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,304,10.133333333333333,48,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,attack,False,0,0.0,16,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,attack,investigation,False,0,0.0,16,160,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,80,2.6666666666666665,160,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,208,6.933333333333334,64,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,80,2.6666666666666665,32,96,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,432,14.4,96,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,368,12.266666666666667,16,176,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,176,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,32,1.0666666666666667,16,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,416,13.866666666666667,16,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,32,112,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,112,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,608,20.266666666666666,16,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,448,14.933333333333334,48,80,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,16,0.5333333333333333,80,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,304,10.133333333333333,32,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,320,10.666666666666666,48,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,48,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,32,80,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,80,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,0,0.0,16,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,144,4.8,16,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,32,1.0666666666666667,32,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,496,16.533333333333335,48,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,640,21.333333333333332,48,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,investigation,True,176,5.866666666666666,48,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,investigation,mount,False,0,0.0,48,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,42,yolo_sppf_full_attention256_seed42,mount,investigation,False,400,13.333333333333334,48,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,16,0.5333333333333333,288,384,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,16,0.5333333333333333,384,384,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,32,1.0666666666666667,384,656,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,attack,False,0,0.0,656,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,attack,investigation,False,0,0.0,16,176,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,208,6.933333333333334,176,144,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,144,96,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,96,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,112,3.7333333333333334,32,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,32,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,64,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,128,4.266666666666667,32,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,32,256,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,256,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,144,4.8,48,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,16,112,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,112,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,48,1.6,64,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,32,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,64,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,64,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,32,352,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,208,6.933333333333334,352,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,48,160,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,160,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,64,2.1333333333333333,32,96,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,96,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,32,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,208,6.933333333333334,32,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,80,2.6666666666666665,32,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,16,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,32,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,64,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,688,22.933333333333334,32,96,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,96,160,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,160,80,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,80,96,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,96,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,560,18.666666666666668,32,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,16,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,32,144,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,64,2.1333333333333333,144,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,48,192,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,192,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,528,17.6,48,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,240,8.0,32,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,736,24.533333333333335,64,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,32,256,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,192,6.4,256,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,32,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,64,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,608,20.266666666666666,16,64,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,64,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,48,192,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,272,9.066666666666666,192,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,16,112,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,112,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,832,27.733333333333334,32,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,48,192,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,80,2.6666666666666665,192,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,32,112,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,112,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,208,6.933333333333334,32,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,528,17.6,16,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,48,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,32,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,288,9.6,32,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,80,2.6666666666666665,16,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,16,96,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,96,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,160,5.333333333333333,16,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,640,21.333333333333332,32,80,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,512,17.066666666666666,80,208,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,1024,34.13333333333333,208,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,80,2.6666666666666665,16,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,304,10.133333333333333,48,192,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,80,2.6666666666666665,192,80,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,192,6.4,80,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,80,2.6666666666666665,32,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,16,0.5333333333333333,48,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,832,27.733333333333334,32,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,mount,True,32,1.0666666666666667,32,96,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,96,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,464,15.466666666666667,16,48,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,mount,False,0,0.0,48,96,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,mount,investigation,False,0,0.0,96,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,624,20.8,16,16,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,480,16.0,16,32,test_1,Mouse060_20160526_18-16-27
Attention-256,attention,256,43,yolo_sppf_full_attention256_seed43,investigation,investigation,True,48,1.6,32,32,test_1,Mouse060_20160526_18-16-27
