split,video_id,prediction_type,class,start_frame,end_frame,duration_frames,model_name,track,head,capacity,seed
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,3802,3816,15,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,3818,3838,21,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,3859,3981,123,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,4000,4055,56,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,4290,4346,57,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,4348,4501,154,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,4612,4685,74,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,4687,4710,24,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,4712,4718,7,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,4965,5026,62,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,5028,5183,156,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,5913,5996,84,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,5998,6322,325,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,6918,6945,28,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,6947,6981,35,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,6983,7047,65,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,7179,7237,59,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,7239,7454,216,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,7778,7785,8,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,8003,8013,11,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,8029,8037,9,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,8280,8340,61,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,9047,9099,53,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,9101,9349,249,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,9351,9357,7,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,9549,9571,23,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,9573,9648,76,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,9916,9927,12,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,10263,10331,69,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,10333,10381,49,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,10383,10573,191,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,10869,10985,117,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,11864,11900,37,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,11902,12072,171,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,12158,12176,19,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,12178,12308,131,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,12310,12315,6,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,12552,12563,12,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,13085,13142,58,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,13144,13183,40,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,13185,13194,10,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,13487,13502,16,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,13580,13595,16,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,13597,13699,103,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,13701,13711,11,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,13870,13908,39,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,14216,14232,17,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,14552,14614,63,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,15121,15347,227,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,15443,15450,8,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,16048,16071,24,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,16365,16388,24,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,16463,16515,53,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,16815,16973,159,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,17079,17165,87,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,17361,17391,31,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,17487,17511,25,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,18011,18014,4,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,18359,18377,19,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,18379,18566,188,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,19049,19088,40,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,19090,19163,74,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,19165,19187,23,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,19661,19666,6,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,20251,20255,5,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,20319,20434,116,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,20649,20660,12,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,20718,20762,45,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,20764,20775,12,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,20900,20908,9,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,21123,21149,27,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,21151,21193,43,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,21195,21250,56,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,21264,21290,27,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,21449,21472,24,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,21515,21548,34,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,22071,22090,20,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,22127,22135,9,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,22729,22776,48,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,22972,23011,40,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,23013,23050,38,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,23052,23062,11,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,23453,23500,48,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,24189,24228,40,ground_truth,Ground truth,ground_truth,0,0
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,0,1087,1088,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,1104,1775,672,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,attack,1776,1791,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,1792,1967,176,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,2160,2319,160,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,2320,2415,96,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,2416,2447,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,2560,2591,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,2592,2671,80,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,2672,2687,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,2816,2847,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,2848,3119,272,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,3120,3151,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,3280,3311,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,3312,3439,128,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,3440,3503,64,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,3536,3567,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,3568,3631,64,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,3632,3679,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,3680,3743,64,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,3744,3791,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,3792,3807,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,3808,4095,288,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,4288,4335,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,4336,4527,192,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,4592,4623,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,4624,4655,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,4656,4671,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,4672,4719,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,4720,4751,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,4960,5007,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,5056,5183,128,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,5184,5215,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,5904,5983,80,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,5984,6335,352,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,6336,6367,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,6912,6943,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,6944,6975,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,6976,7119,144,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,7184,7231,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,7232,7439,208,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,7440,7471,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,8000,8031,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,8256,8335,80,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,9072,9103,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,9104,9359,256,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,9552,9567,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,attack,9568,9583,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,9584,9647,64,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,9648,9663,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,10272,10335,64,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,10336,10383,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,10384,10575,192,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,10832,10863,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,10864,10991,128,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,10992,11007,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,11840,11871,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,11872,12079,208,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,12160,12191,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,12192,12319,128,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,12320,12335,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,12544,12559,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,13088,13119,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,13120,13183,64,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,13184,13199,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,13488,13519,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,13584,13599,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,13600,13711,112,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,13856,13903,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,14544,14623,80,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,15120,15295,176,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,attack,15296,15311,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,15312,15343,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,16368,16383,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,16464,16511,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,16816,16831,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,attack,16832,16847,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,16848,17007,160,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,17088,17151,64,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,17360,17391,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,17472,17567,96,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,18000,18015,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,18384,18559,176,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,18560,18575,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,18608,18623,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,19040,19071,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,19072,19183,112,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,19184,19199,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,19808,19855,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,20304,20383,80,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,20400,20431,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,20736,20783,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,21104,21151,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,21152,21183,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,21184,21263,80,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,mount,21264,21279,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,21280,21295,16,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,21440,21471,32,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,21504,21551,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,22048,22095,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
test_1,Mouse060_20160526_18-16-27,smoothed_frames,investigation,22736,22783,48,yolo_sppf_full_attention256_seed42,Attention-256,attention,256,42
