split,video_id,prediction_type,source,class,class_id,start_frame,end_frame,duration_frames,backbone,head,seed,model_name,track
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,13184,13199,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,13488,13519,32,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,13584,13599,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,mount,2,13600,13711,112,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,13856,13903,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,14544,14623,80,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,15120,15295,176,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,attack,0,15296,15311,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,15312,15343,32,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,16368,16383,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,16464,16511,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,16816,16831,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,attack,0,16832,16847,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,16848,17007,160,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,17088,17151,64,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,17360,17391,32,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,17472,17567,96,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,18000,18015,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,mount,2,18384,18559,176,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,18560,18575,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,18608,18623,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,19040,19071,32,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,mount,2,19072,19183,112,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,19184,19199,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,19808,19855,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,20304,20383,80,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,20400,20431,32,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,20736,20783,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,21104,21151,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,mount,2,21152,21183,32,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,21184,21263,80,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,mount,2,21264,21279,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,21280,21295,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,21440,21471,32,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,21504,21551,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,22048,22095,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,22736,22783,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,22960,23007,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,mount,2,23008,23055,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,prediction,investigation,1,23456,23503,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,0,511,512,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,attack,0,512,527,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,528,847,320,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,928,1263,336,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,1328,1503,176,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,1616,1663,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,1776,1983,208,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,mount,2,1984,2095,112,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,2096,2239,144,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,2288,2431,144,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,2496,2767,272,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,2912,2991,80,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,3296,3439,144,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,3616,3695,80,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,3792,3807,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,mount,2,3808,5967,2160,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,6144,6271,128,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,6480,6751,272,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,6896,6991,96,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,7088,7135,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,7152,7199,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,mount,2,7200,8031,832,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,8032,8143,112,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,8208,8319,112,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,8336,8687,352,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,8832,9199,368,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,9520,9551,32,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,mount,2,9552,10223,672,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,10224,10271,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,10528,10559,32,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,10784,10847,64,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,10976,11087,112,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,mount,2,11088,11135,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,11232,11375,144,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,mount,2,11504,12351,848,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,12352,12399,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,13040,13311,272,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,mount,2,13312,13775,464,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,13776,13839,64,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,13904,14111,208,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,14208,14255,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,14752,14863,112,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,15072,15119,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,mount,2,15120,15183,64,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,15184,15215,32,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,15344,15359,16,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,prediction,investigation,1,15456,15679,224,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
