split,video_id,prediction_type,source,class,class_id,start_frame,end_frame,duration_frames,backbone,head,seed,model_name,track
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,14552,14614,63,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,15121,15347,227,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,15443,15450,8,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,16048,16071,24,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,16365,16388,24,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,16463,16515,53,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,16815,16973,159,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,17079,17165,87,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,17361,17391,31,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,17487,17511,25,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,18011,18014,4,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,18359,18377,19,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,mount,2,18379,18566,188,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,19049,19088,40,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,mount,2,19090,19163,74,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,19165,19187,23,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,19661,19666,6,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,20251,20255,5,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,20319,20434,116,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,20649,20660,12,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,20718,20762,45,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,mount,2,20764,20775,12,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,20900,20908,9,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,21123,21149,27,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,mount,2,21151,21193,43,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,21195,21250,56,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,21264,21290,27,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,21449,21472,24,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,21515,21548,34,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,22071,22090,20,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,22127,22135,9,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,22729,22776,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,22972,23011,40,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,mount,2,23013,23050,38,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,23052,23062,11,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,23453,23500,48,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse060_20160526_18-16-27,smoothed_frames,ground_truth,investigation,1,24189,24228,40,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,5,196,192,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,203,315,113,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,321,715,395,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,732,738,7,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,747,756,10,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,771,826,56,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,935,1134,200,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,1157,1255,99,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,1331,1470,140,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,1491,1498,8,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,1608,1664,57,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,1786,1975,190,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,mount,2,1977,2094,118,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,2129,2234,106,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,2285,2347,63,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,2397,2436,40,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,2508,2765,258,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,2925,2976,52,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,3303,3427,125,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,3613,3692,80,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,3791,3808,18,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,mount,2,3810,5962,2153,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,6139,6262,124,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,6438,6451,14,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,6491,6698,208,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,6724,6742,19,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,6894,6988,95,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,7086,7110,25,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,7164,7202,39,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,mount,2,7204,8031,828,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,8212,8321,110,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,8349,8675,327,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,8842,8944,103,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,8970,9003,34,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,9034,9190,157,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,9521,9551,31,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,mount,2,9553,10218,666,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,10534,10560,27,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
test_1,Mouse061_20160526_18-38-49,smoothed_frames,ground_truth,investigation,1,10781,10845,65,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42,YOLO/SPPF Attention-256
