split,dataset_split,video_id,frame_idx,pose_context,image_path,pose_json,source_video
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,538,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000538.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,544,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000544.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,556,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000556.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,629,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000629.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,641,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000641.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,653,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000653.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,671,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000671.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,701,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000701.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,737,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000737.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,743,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000743.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,749,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000749.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,779,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000779.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,797,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000797.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,838,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000838.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,850,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000850.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,880,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000880.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,892,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000892.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,898,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000898.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,964,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000964.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,976,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000976.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,988,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000988.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,994,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img000994.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1006,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001006.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1054,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001054.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1078,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001078.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1186,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001186.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1192,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001192.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1198,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001198.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1216,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001216.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1228,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001228.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1269,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001269.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1326,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001326.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1368,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001368.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1655,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001655.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1691,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001691.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1734,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001734.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1752,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001752.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1841,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001841.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1913,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001913.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1973,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001973.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,1979,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img001979.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,2039,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img002039.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,2075,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img002075.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,2093,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img002093.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
train,train,Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624,2099,investigation,labeled-data/train_Mouse-Esr1-cre_6_20180808_15-47-18_00536-18624/img002099.png,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_pose_top_v1_7.json,MARS-data/train/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624/Mouse-Esr1-cre#6_20180808_15-47-18_00536-18624_Top.mp4
